Pitcher,PitcherTeam,Overall_StuffPlus,Overall_PitchingPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Riley Kelly,CAL_ANT,119.0,116.1,471,6,87.9,6.4
Garrett Stratton,RIC_OWL,122.3,116.1,626,4,88.9,5.7
Malachi Witherspoon,OKL_SOO,114.9,116.1,1150,8,91.8,6.0
Kannon Carr,KAN_JAY,108.6,116.0,861,8,85.6,5.1
Michael Harpster,ETS_BUC,109.8,116.0,813,6,88.4,6.1
Evan Mello,WHE_C,103.7,116.0,23,2,78.4,6.5
Colby Frieda,TRO_TRJ,117.6,116.0,658,6,89.0,5.7
Josh Johnson,SAN_BRO,105.0,116.0,81,6,86.3,6.2
Blake Bertucci,GAN_UNI,97.1,116.0,20,2,83.7,5.5
Landon Murray,THO_C,98.0,116.0,98,3,83.7,5.0
DJ Radtke,GEO_BUL,115.3,116.0,384,6,85.6,6.0
Bennet LaPalm,DAY_FLY,109.8,116.0,484,5,87.7,5.8
Alexander Petrovic,AUB_TIG,111.8,116.0,208,5,83.2,6.2
Luke Fithian,RUT_SCA,113.8,116.0,505,4,87.1,6.3
Weston Moss,TEX_AGG,114.5,115.9,742,5,85.7,6.4
Alex Breckheimer,KAN_JAY,113.3,115.9,633,7,90.7,6.0
Bron Farr,RIC_COL,85.5,115.9,12,3,80.1,4.8
Ricky Ojeda,CAL_ANT,118.4,115.9,473,7,87.2,6.9
Aidan Keenan,STA_CAR,116.2,115.9,648,8,89.2,5.5
Matthew Dalquist,CSD_TRI,108.4,115.9,894,9,84.4,5.5
Kyle Peters,UCO_HUS,116.0,115.9,226,5,86.8,6.4
Andrew Harbison,SPA_UNI,104.9,115.9,23,3,80.6,6.2
Guillermo Garcia,LON_LAN,115.5,115.9,1013,6,84.8,5.1
Brandon Stone,SOU_GAM,108.9,115.9,891,10,87.2,5.7
Braylon Owens,UTS_ROA,113.0,115.8,1142,7,89.5,6.6
Caleb Jameson,BAY_BEA,106.5,115.8,430,6,87.3,5.7
Cooper Ellingworth,USC_UPS,115.1,115.8,637,7,87.6,5.7
Tyler Horvath,MIC_SPA,106.5,115.8,554,6,86.2,5.1
Hunter Allen,ASH_UNI,115.9,115.8,398,4,88.4,6.2
Joey Volini,FLO_SEM,117.7,115.8,1132,9,84.3,5.8
Cameron Lejeune,VIR_TEC,114.4,115.8,523,7,88.9,5.7
Joey Ryan,BOC_EAG,116.1,115.8,431,11,85.2,5.7
Peyton Smith,TEX_AGG,114.8,115.8,85,4,90.1,6.1
Rene Garcia,UNI_THE1,86.6,115.7,2,2,73.8,5.5
Ethan Walker,TEX_LON,108.1,115.7,100,4,83.6,5.9
Ryan Peterson,SAM_BEA,107.9,115.7,537,6,87.8,6.6
Brady Pendley,GEO_EAG,113.8,115.7,918,7,85.9,5.3
Jay Woolfolk,VIR_CAV,114.2,115.7,1004,9,88.9,5.6
Tayler Montiel,TUL_GRE,113.7,115.7,601,6,90.0,5.6
Caden Leonard,EAS_STR,106.0,115.7,10,2,81.9,6.1
Jt Drake,TEX_RAI,103.6,115.6,178,6,82.5,5.8
Josh Kim,CLU_KIN,91.2,115.6,17,5,79.4,5.3
Ethan Jaques,TAR_TEX,104.8,115.6,191,4,84.1,6.5
Jess Ackerman,MER_BEA,109.9,115.6,1122,4,86.9,6.3
Riely Hunsaker,LAM_CAR,110.9,115.6,778,9,84.9,5.7
Jesse Komoroski,MID_UNI,97.8,115.6,13,3,89.7,6.0
Garrett Harker,BAL_CAR,109.6,115.6,263,5,85.6,5.3
Clayton Broeder,ANG_STA,111.6,115.6,36,4,84.4,5.9
Chandler Anderson,CIT_BUL,112.5,115.6,483,7,86.0,5.5
Luke Harrison,TEX_LON,112.9,115.5,987,10,84.7,6.0
Cole Gibler,ARK_RAZ,123.7,115.5,340,5,87.9,4.8
Eric Orloff,ARI_WIL,106.7,115.5,172,4,83.6,5.9
Drew Buhr,IU,113.5,115.5,306,4,88.6,6.3
Landon White,BRY_BUL,118.9,115.5,280,6,82.2,6.0
Connor Spencer,OLE_REB,122.4,115.5,308,8,93.4,6.3
Sean Kasper,PUR_FOR,94.9,115.5,29,3,84.6,5.3
Frank Fernandez,LOY_UNI,105.6,115.5,7,2,74.9,5.9
Kai Decker,MER_BEA,117.7,115.5,104,4,91.5,6.7
Dylan Watts,AUB_TIG,112.3,115.5,513,9,90.6,5.8
Duke Stone,MSU_BDG,116.9,115.5,104,3,88.8,7.4
Ian Korn,SET_HIL,103.4,115.4,183,6,86.9,5.4
Caden McCoy,TEX_AGG,119.1,115.4,320,7,86.3,5.7
Jake Geis,LOY_LIO,121.3,115.4,176,5,86.5,5.5
Hunter Cashero,AVE_MAR,105.4,115.4,300,9,84.8,5.8
Cade Crossland,OKL_SOO,120.2,115.4,1060,7,88.4,5.5
Michael Ciminiello,GAR_RUN,122.5,115.4,100,5,80.8,5.2
Landon Koenig,NOR_BIS,110.5,115.4,416,7,89.5,6.3
Chase Renner,PEN_NIT,115.9,115.4,321,7,90.4,5.7
Kaena Kiakona,UCLA,104.7,115.4,35,4,79.8,5.9
Kellen O'Connor,CIN_BEA,110.5,115.4,1062,7,85.8,5.1
Miles Gozstola,GON_BUL,110.3,115.4,1008,4,86.5,6.0
Skyler Riedinger,NOR_BIS,111.7,115.4,166,5,85.6,5.9
Ryan Sprock,ELO_PHO,120.9,115.4,283,4,88.6,6.1
Eduardo Peralta,LAG_RAN,85.7,115.4,10,3,78.1,6.0
Nick Remy,UMBC_RET,112.3,115.4,389,5,83.6,5.6
Carter Rasmussen,WOF_TER,117.7,115.3,685,6,90.7,5.8
Truman Pauley,HAR_CRI,125.4,115.3,1050,9,87.5,5.9
Alan Covarrubias,OKL_WES,94.6,115.3,17,4,77.0,5.9
Jason DeCaro,NOR_TAR,116.0,115.3,1154,9,87.8,5.4
Zach Herb,SET_HIL,103.1,115.3,108,6,82.1,5.5
Jack Lazark,SAN_BRO,116.5,115.3,202,5,90.5,6.1
Daniel Orfaly,UNI_BRI,102.8,115.3,44,3,86.2,5.4
Jack Nelson,ASU_RED,109.7,115.3,729,8,86.5,6.4
Carson Laws,TEX_BOB,132.0,115.3,710,7,92.3,6.0
Henry Zatkowski,DUK_BLU,104.9,115.3,796,9,82.6,5.4
Adam Bendoraitis,AUG_COL,101.5,115.3,16,2,86.3,5.7
David Tirrell,WES_UNI1,96.9,115.2,96,5,78.3,6.1
Kade Woods,LSU_TIG,123.3,115.2,31,2,87.0,6.4
Kolten Smith,GEO_BUL,119.9,115.2,628,7,85.6,5.9
Zachary Sabers,CAM_CAM,111.4,115.2,341,7,87.4,5.6
Calen Higgins,WES_HIL,108.0,115.2,547,7,88.3,6.4
Dylan Driessen,SOU_JAC,120.7,115.2,130,5,86.9,6.0
Sam Garewal,STA_CAR,114.4,115.2,567,5,87.2,5.6
Ryan Karst,IND_SYC,96.1,115.1,37,3,86.2,6.2
Ryan Speshyock,STA_CAR,117.1,115.1,534,8,89.9,6.4
Scott Doran,COA_CHA,102.1,115.1,326,4,81.6,5.4
Cameron Bagwell,UNC_SEA,109.8,115.1,1094,9,85.2,6.1
Taylor Penn,WES_HIL,106.4,115.1,416,9,85.9,6.3
Austin Nye,VAN_COM,113.5,115.1,727,5,85.0,5.6
Davis Oswalt,MT,111.4,115.1,515,6,85.4,5.7
Henry Cone,ABI_WIL,112.7,115.0,169,5,89.5,6.4
Jackson Kranawetter,SOU_RED,108.6,115.0,516,8,82.1,5.9
Jake McCoy,SOU_GAM,118.0,115.0,1083,6,89.8,5.7
Dylan Mathiesen,LIB_FLA,118.2,115.0,986,10,88.1,5.4
Max Martin,CAL_ANT,108.0,115.0,215,6,88.7,5.6
Brendan Beaver,ASH_UNI,108.2,115.0,240,3,81.2,5.7
Jordan Gottesman,NOR_HUS,115.8,115.0,331,6,85.6,5.4
Sean Fitzpatrick,ARI_SUN,113.6,115.0,227,7,86.5,6.3
Ryan Lynch,COA_CHA,112.4,115.0,385,6,82.9,5.7
Merek Sears,ARL_MAV,102.1,114.9,118,7,84.5,5.2
Harrison Bodendorf,OKL_COW,111.3,114.9,1145,6,84.2,5.6
Grant Govel,SOU_TRO,113.9,114.9,782,7,87.4,6.0
Dominic Voegele,KAN_JAY,116.8,114.9,1231,8,88.5,5.1
Albert Roblez,LON_DIR,117.4,114.9,501,6,86.8,6.1
Tegan Kuhns,TEN_VOL,115.6,114.9,611,5,89.0,6.2
AJ Colarusso,BOC_EAG,111.2,114.9,932,9,84.6,5.5
Steele Murdock,CSD_TRI,116.2,114.9,587,9,89.4,6.3
Cole Gilley,IU,120.0,114.9,967,9,86.9,5.0
Cal Riehl,WIN_BUL,96.6,114.9,41,4,90.1,5.8
Gavin Van Kempen,WES_MOU,114.2,114.8,592,8,87.2,6.1
Blake Dean,KAN_WIL,119.3,114.8,551,8,84.7,5.8
Rian Schwede,DAL_PAT,105.1,114.8,542,8,83.0,5.4
Christopher Langley,TJC_APA,109.6,114.8,39,3,82.9,4.9
Tyler McLoughlin,GEO_BUL,118.9,114.8,320,6,91.0,6.3
Connor Blantz,MIL_UNI2,107.8,114.8,623,4,84.8,5.9
Joey Volchko,STA_CAR,114.6,114.8,1147,7,92.8,6.2
Joshua Gregoire,ULM_WAR,115.6,114.8,560,8,85.4,5.5
Collin Rothermel,JUD,118.3,114.8,253,8,87.2,5.6
Eddie Camolilla,THO_UNI,121.8,114.8,31,2,86.2,5.8
Zachary Peters,VCU_RAM,121.0,114.8,616,6,88.0,5.9
Danny Lachenmayer,NOR_BIS,122.8,114.8,252,6,86.6,5.8
Ryder Jeske,TOW_TIG,114.6,114.8,350,5,84.2,5.9
Dawson Hargrove,ASU_RED,113.2,114.7,59,4,85.0,5.3
Andrew Middleton,UMA_AMH,116.3,114.7,114,2,87.5,5.9
Jack Radel,NOT_IRI,108.1,114.7,1025,8,87.1,6.7
Trevor Moore,STA_CAR,112.5,114.7,488,7,86.2,5.9
Zach Harris,GEO_BUL,113.9,114.7,392,8,88.7,5.7
Cal Culpepper,SOU_GOL,122.0,114.7,88,4,87.4,6.0
Tommy LaPour,TCU_HFG,114.4,114.7,1304,9,91.7,5.5
Blake Rogers,TCU_HFG,108.6,114.7,15,3,85.5,5.2
Anthony Ortiz,SOU_UNI,108.6,114.7,97,6,81.2,3.8
Tommy Scavone,PEP_WAV,113.7,114.6,780,6,87.8,6.0
Blake Morningstar,WAK_DEA,109.8,114.6,1201,8,89.0,5.8
Mason Lerma,CAL_AGO,103.3,114.6,251,5,82.1,5.7
Braden Consaul,USC_UPS,114.9,114.6,295,4,84.7,5.6
Christian Clayson,DEL_STA,111.6,114.6,57,6,82.9,5.8
Wyatt Queen,ORE_BEA,122.9,114.6,495,6,87.6,5.8
Eric Tenery,TEM_LEO,111.0,114.6,14,3,85.3,6.7
Connor Fennell,VAN_COM,102.1,114.5,756,6,82.5,6.5
Trendan Parish,TEX_RAI,110.1,114.5,422,6,89.0,5.3
Mason Martinez,FLO_SEM,126.4,114.5,408,6,88.6,5.2
Dillon Haines,DAL_PAT,111.8,114.5,96,4,86.9,6.2
Cooper Smith,STE_HAT,106.5,114.5,68,4,89.2,5.6
Chase Allen,CHA_FOR,108.2,114.5,18,3,85.1,4.6
Jett Johnston,AUB_TIG,114.2,114.5,195,8,88.9,6.1
Kenji Pallares,LOY_LIO,112.2,114.5,1032,9,88.1,5.7
Zachery Mack,LOY_LIO,118.7,114.5,705,7,87.2,6.2
Cole Bates,LEN_BEA,104.6,114.5,19,2,77.8,6.2
Teddy Brennan,GEO_COL,117.9,114.5,809,5,83.6,5.7
Jack Bowery,NOR_HUS,108.5,114.5,158,4,86.3,5.7
Nate Snead,TEN_VOL,110.2,114.5,666,6,91.5,5.5
Zach Potts,WM_TRI,100.1,114.5,77,5,86.1,5.4
Tai Phetluangsy,WES_TEX,117.6,114.5,74,4,86.1,5.6
Ben DeMell,PEN_NIT,115.1,114.4,563,9,82.2,5.7
Hunter Phipps,COL_CHA,114.8,114.4,150,2,89.4,5.6
Ryan Bilka,RIC_SPI,115.6,114.4,677,9,87.7,5.4
Brett Pitts,LIM_STO,102.9,114.4,59,5,82.2,4.8
Josh Emanuels,STJ_HAW,99.1,114.4,6,3,85.0,5.6
Ian Cooke,UCO_HUS,121.2,114.4,749,4,87.1,6.0
Victor Martinez,SAN_BRO,115.5,114.4,667,7,81.2,6.5
Gavin Hawkes,RID_BRO,92.1,114.4,41,5,82.8,5.0
Benjamin Reimers,STA_CAR,110.8,114.4,426,8,86.4,5.6
Jacob Marshall,UNI_WES1,99.9,114.4,9,3,79.3,5.6
Gavin Johnston,SOU_RED,108.9,114.3,400,7,85.9,5.0
Jacob Halford,NOR_AGG,100.5,114.3,284,8,85.2,6.1
Lane Pearson,UNI_WES,113.4,114.3,109,4,84.9,6.0
Tyler Muscar,JMU_DUK,109.9,114.3,555,7,85.2,5.9
Tazwell Butler,KAN_WIL,115.2,114.3,274,7,87.4,5.8
Caleb Leys,MAI_BLA,120.6,114.3,474,6,89.1,7.0
Drew Whalen,WES_HIL,110.6,114.2,1141,9,86.3,6.3
James Hays,STE_HAT,108.5,114.2,296,6,88.4,5.8
Bryce McCain,BLI_JC,102.5,114.2,35,3,85.0,6.2
Hawks Kamden,MOR_EAG,119.7,114.2,664,8,85.5,5.6
Carson Turnquist,CAL_MUS,117.6,114.2,65,6,89.1,6.6
Adam Walker,AUS_GOV,116.1,114.2,91,4,88.6,6.3
Mason Nichols,OLE_REB,110.4,114.2,925,7,89.5,6.2
Isaac Silva,MUR_RAC,108.9,114.2,258,6,88.5,5.5
Trever Baumler,TCU_HFG,106.6,114.2,559,6,86.6,6.1
Dax Whitney,ORE_BEA,121.0,114.2,875,6,89.3,6.4
George Derrick Floyd,CIT_BUL,110.3,114.2,718,7,83.8,5.0
Davion Hickson,RIC_OWL,114.5,114.1,969,3,89.1,6.0
William Parkinson,COL_LION,108.8,114.1,33,4,82.5,6.4
Zane Petty,TEX_RAI,114.3,114.1,874,6,88.7,5.8
Cody Carson,NMS_AGG,103.6,114.1,116,5,84.2,5.0
Jacob Hartlaub,BAL_CAR,110.3,114.1,475,5,87.9,6.7
Ethan Calder,BAY_BEA,106.8,114.1,1057,6,82.7,5.8
Matt Joyce,COA_CHA,100.0,114.1,72,4,86.1,5.9
Sebastian Haggard,PEN_QUA,106.3,114.1,343,8,82.7,6.5
Matt Milner,WES_TEX,110.6,114.0,78,4,87.6,5.9
Richard Roman,HOU_COU,109.2,114.0,644,8,88.5,4.9
Jack Hedrick,DUK_BLU,109.1,114.0,82,4,84.0,5.8
Ty Uber,STA_CAR,117.6,114.0,605,8,87.8,6.2
Jaxon Grossman,SLC_CCB,113.8,114.0,49,3,91.6,6.0
Brady St. Pierre,SOU_LIO,119.1,114.0,472,7,89.5,5.6
Gavin Perry,WES_HIL,108.5,114.0,607,9,88.1,6.1
Logan Snow,UWM_PAN,108.6,113.9,215,7,83.5,5.7
Josh Gunther,WAK_DEA,120.5,113.9,472,8,87.3,6.3
Matthew Martinez,ARI_WIL,113.6,113.9,356,5,77.8,4.5
John Michael Gillis,SAL_JAG,115.0,113.9,361,8,87.1,5.8
Jonathan Anders,WHA_JUC,103.5,113.9,44,2,81.8,5.1
Brenden Anderson,SHI_UNI,98.3,113.9,60,4,86.0,5.9
Ryne Rodriguez,OLE_REB,113.9,113.9,185,6,88.0,6.4
Richard Long,JUD,109.7,113.9,293,7,84.2,5.1
Aj Ciscar,MIA_HUR,107.3,113.8,815,9,87.0,5.2
Derek Schaefer,ARI_SUN,115.4,113.8,457,7,87.5,5.3
Nick Mazzotta,WAG_SEA,93.5,113.8,48,3,84.4,5.1
Lincoln Sheffield,KAN_WIL,107.3,113.8,1072,6,82.8,5.2
Karson Ligon,MSU_BDG,124.9,113.8,886,6,88.7,5.4
Jace Hyde,ETS_BUC,104.1,113.8,924,7,85.6,6.4
Amp Phillips,USC_UPS,113.3,113.8,766,6,88.5,5.6
Brayan Orrantia,NMX_THU,118.2,113.8,109,5,87.8,6.2
Marko Sipila,SAN_AZT,110.0,113.8,877,6,85.6,6.0
Kai St. Germaine,SPR_HIL1,93.0,113.8,6,3,81.4,5.6
Jackson Cleveland,MIA_HUR,111.7,113.8,276,9,87.1,6.2
Harrison Lollin,PEN_NIT,107.0,113.8,393,5,86.0,5.2
Solomon Washington,AUS_GOV,112.5,113.8,331,6,91.6,6.2
Tyler Boudreau,TEX_RAI,108.8,113.7,826,8,85.7,5.8
Sean Jenkins,ECU_PIR,110.1,113.7,936,10,88.0,5.5
Dylan Brown,OLD_MON,115.5,113.7,775,7,85.7,5.7
Ty Cobb,AUG_UNI1,106.3,113.7,63,1,85.7,5.9
Cole Roberts,GEO_PAN,115.9,113.7,955,5,84.3,5.9
Caleb Debban,GEO_FOX,115.6,113.7,414,4,82.8,6.4
Cayden Mackey,USC_UPS,114.1,113.7,318,5,87.8,5.5
Kade Budd,TJC_APA,102.2,113.7,83,3,80.3,5.2
Morgan Codron,POR_PIL,108.1,113.7,88,4,85.9,6.3
Peyton Cariaco,KS_GF,106.0,113.7,204,5,82.5,5.0
Hunter Elliott,OLE_REB,119.3,113.7,1248,6,84.5,6.1
Joel Sarver,CHA_FOR,118.0,113.7,310,5,85.4,5.7
Kade Eudy,TCU_HFG,116.4,113.7,350,8,89.8,5.6
Lucas Foley,VAL_CRU,100.3,113.7,669,8,85.7,5.4
Caio Araujo,ALA_HOR,93.2,113.6,42,2,79.1,5.2
Zach Edwards,ORE_BEA,115.0,113.6,240,4,89.9,5.8
Chase Van Ameyde,NOT_IRI,109.4,113.6,429,7,89.0,6.3
Sean Finn,UCO_HUS,113.6,113.6,443,4,87.3,5.6
Reese Oakley,MUR_RAC,105.5,113.6,92,7,85.1,4.9
Aidan Arbaugh,DAV_UNI,93.5,113.6,38,3,79.9,6.0
Finbar O'Brien,GON_BUL,111.7,113.6,1057,7,88.0,5.6
Kyle Emmons,TOW_TIG,121.3,113.6,267,5,88.5,5.9
Griffin Guinther,WCC,105.8,113.6,293,5,82.0,6.2
Jackson Sleeper,JAC_GAM,111.2,113.6,440,9,85.8,6.4
Matt Gaither,LOU_CAJ,123.5,113.6,121,3,90.1,4.9
Christian Torres,USC_UPS,108.5,113.6,924,8,84.3,5.2
Regan Hall,ILL_ILL,102.6,113.6,842,7,84.8,5.5
Ben Bybee,ARK_RAZ,111.0,113.6,516,8,87.4,5.5
Brayden Mazzacano,ILL_ILL,112.6,113.6,83,3,86.5,5.8
Santhosh Gottam,BRO_BEA,110.6,113.6,896,8,84.8,5.8
Joseph Hauser,NOR_HUS,109.9,113.6,16,6,87.0,5.8
Declan Lavelle,ELO_PHO,104.5,113.5,1168,8,84.7,6.1
Colton Book,STJ_HAW,105.3,113.5,353,4,85.8,7.1
Carson Bailey,BAY_BEA,114.6,113.5,911,8,88.4,5.6
Justin LeGuernic,CLE_TIG,113.3,113.5,420,10,87.6,5.8
Logan Forsythe,LOU_BUL,126.6,113.5,637,9,92.1,6.1
Will Jones,NOR_HUS,106.1,113.5,369,6,79.1,6.3
Jared Schaeffer,AKR_ZIP,107.8,113.5,1029,6,84.4,5.5
Corbin Miller,UNI_ARK1,88.1,113.5,17,3,79.1,4.8
Dominic Stagliano,UCF_KNI,105.8,113.4,658,6,84.8,5.1
Dominick Carbone,COA_CHA,108.8,113.4,506,7,88.1,5.3
Luke McNeillie,FLA_GAT,128.7,113.4,565,5,89.4,5.1
Folger Boaz,NOR_TAR,107.9,113.4,457,7,87.2,5.5
Howell Polk,HIG_PAN,110.0,113.4,663,5,85.5,5.7
Alex Hunt,OLD_MON,125.7,113.4,202,6,90.1,5.5
Aric Berg,FOR_RAM,108.7,113.4,137,5,83.0,5.2
Lucas Davenport,BAY_BEA,101.7,113.4,580,8,85.3,6.2
Graysen Drezek,HOU_COU,107.1,113.4,610,8,87.4,5.6
Alex DeSimone,FDU_FLO,103.0,113.4,76,4,78.3,5.0
Kenton Deverman,EVA_ACE,99.6,113.4,752,7,87.0,5.6
Parker Puetz,NOR_BIS,102.1,113.4,24,3,87.1,6.0
Micky Sheetz,SAM_BEA,88.6,113.4,12,2,84.7,6.3
Jack Anker,FRE_BUL,109.6,113.4,1237,7,87.6,6.0
Avery Laine,LOY_LIO,108.5,113.4,865,8,84.2,6.5
Tyler Dean,NOR_GRE,106.6,113.4,51,4,84.7,5.7
Easton Rakers,LIN_UNI,96.9,113.4,134,5,78.6,5.9
Ty Starke,LOU_CAR,103.4,113.3,323,7,80.8,7.3
Caden Hunter,SOU_TRO,117.9,113.3,1237,9,88.1,6.3
Matt Scott,STA_CAR,113.8,113.3,928,8,88.5,6.1
Ryan Lynch,NOR_TAR,114.1,113.3,730,6,90.6,6.2
Parker Marlatt,SOU_GAM,106.5,113.3,437,6,84.1,5.5
Benjamin Polleschultz,BLI_JC,108.3,113.3,157,3,82.4,6.1
Jacob Bean,KS_GF,113.9,113.3,426,5,88.2,6.3
Carson Wiggins,ARK_RAZ,128.0,113.3,243,9,94.3,6.0
JT Raab,GEO_HOY,109.5,113.3,536,7,83.7,6.2
Matthew Guthmiller,TAR_TEX,99.0,113.3,35,4,81.1,5.4
Charlie Krebs,MAR_THU,114.5,113.3,611,9,87.8,5.8
Matt Villapiano,STE_INS,93.1,113.3,28,4,78.8,5.8
Ben Grable,XAV_MUS,128.0,113.2,22,2,90.3,6.3
Riley Maddox,OLE_REB,111.4,113.2,962,7,88.8,5.6
Malakai Vetock,KAN_JAY,111.9,113.2,383,7,84.3,5.4
Heath Andrews,NOR_WOL,114.5,113.2,1012,6,88.3,5.6
Justin Henschel,FGCU,121.6,113.2,158,3,90.5,5.2
Kevin Reed,EVA_ACE,107.6,113.2,853,7,83.0,4.9
Tate Hess,LOU_CAJ,108.4,113.2,831,8,85.9,6.3
Alexis Gravel,MCN_COW,120.4,113.2,605,5,85.1,4.9
Collins Black,DUK_BLU,114.3,113.2,175,4,84.1,5.8
Alec Bouchard,WOF_TER,108.6,113.2,618,5,86.6,5.3
Marcello Mastroianni,DUK_BLU,95.9,113.2,24,3,87.5,6.3
Micah Bucknam,DAL_PAT,120.2,113.2,909,9,89.0,5.7
Jake Porter,SOU_IND16,111.2,113.2,550,6,83.9,5.7
Matthew Goldenbaum,USF_BUL,114.9,113.1,251,4,91.4,5.9
Michael Benzor,HOU_COU,123.5,113.1,182,4,89.2,6.3
Brian Zeldin,GEO_BUL,114.9,113.1,413,11,87.5,5.5
Connor Brinson,NOR_GRE,108.8,113.1,116,4,83.3,4.9
Tony Pluta,ARI_WIL,105.3,113.1,289,8,87.0,5.3
Ethan Walker,KEN_WIL,114.9,113.1,698,10,87.1,5.7
Myles Patton,TEX_AGG,108.7,113.1,1108,8,86.1,6.1
Andrew Basel,NOR_HUS,103.1,113.1,98,6,85.9,6.2
Ryan Rissas,UCLA,123.5,113.1,280,6,82.5,5.8
Colin Daniel,UAB_BLA,107.7,113.1,1065,8,85.8,5.5
Jackson Sanders,AUB_TIG,108.2,113.1,279,4,85.4,5.6
Andrew Allen,ASU_RED,113.4,113.1,234,6,85.4,5.7
Cooper Walls,HAW_WAR,100.9,113.1,118,5,83.6,5.6
Peyton Prescott,FLO_SEM,125.0,113.0,493,6,90.9,5.4
Matthew Bishop,BRI_EAG,91.9,113.0,20,1,80.7,6.5
Chris Knier,FLO_SEM,124.5,113.0,475,4,88.7,4.8
Jordan Stephens,GEO_BUL,116.4,113.0,298,9,92.7,5.7
Naun Haro,KAN_JAY,102.0,113.0,50,3,81.4,6.0
James Ellwanger,DAL_PAT,113.5,113.0,1018,10,90.6,6.1
Colby Allen,SOU_GOL,112.2,113.0,810,7,88.6,6.1
John Cerwinski,PEN_QUA,111.1,113.0,178,6,84.3,6.3
Brent Turley,REI_UNI,91.5,113.0,6,2,85.9,6.3
Manning West,KAN_JAY,118.2,113.0,718,6,84.4,6.2
Johnny Casale,LOY_LIO,107.4,113.0,388,7,82.9,5.0
Jack Duncan,WIU_LEA,89.1,113.0,19,2,82.7,5.9
Nathan Nino,PAC_TIG,103.8,113.0,32,3,83.4,6.0
Hayden Stallings,LAM_CAR,106.9,113.0,360,8,78.1,6.3
Matthew Dallas,WAK_DEA,105.6,113.0,859,9,85.5,6.4
Max Banks,WAS_HUS,110.0,113.0,671,6,87.0,5.8
Tyler Davis,SOU_COU,120.0,112.9,255,6,86.4,5.7
Parker Hogge,SLI_ROC,95.3,112.9,26,3,84.6,5.8
Santana Hernandez,NMX_THU,91.8,112.9,7,2,88.2,6.3
Zach Erdman,TEX_RAI,101.9,112.9,246,4,82.1,5.1
Jaccob Torres,CAL_MUS,111.2,112.9,576,5,86.0,6.3
Max Hansmann,EVA_ACE,109.2,112.9,752,8,86.7,6.1
Brendan Walker,STE_HAT,130.1,112.9,114,4,88.5,6.1
Davis Blair,AVE_MAR,111.6,112.9,65,4,87.0,5.5
Nile Adcock,KEN_WIL,114.2,112.9,308,7,86.0,6.0
Will KogerI,ARI_SUN,122.4,112.9,262,8,91.3,5.6
Brady Davis,JOH_LOG3,115.9,112.9,71,2,84.6,5.2
Gavin Soares,BOC_EAG,110.5,112.9,312,7,85.8,5.3
Tyler Weimer,ASU_RED,103.4,112.9,433,7,84.7,5.3
Cade Townsend,OLE_REB,128.5,112.9,370,5,90.0,5.8
Caleb Peterson,MIS_COL1,104.1,112.9,134,4,83.6,6.1
Drew Titsworth,CLE_TIG,109.5,112.8,778,10,91.0,5.9
Eli Maynor,RLC_WRS,97.4,112.8,68,4,80.2,5.5
Charlie Jones,HIG_PAN,106.1,112.8,210,5,81.8,4.7
Christian Chatterton,AUB_TIG,116.8,112.8,776,6,82.7,5.7
Jackson Nove,KEN_WIL,110.5,112.8,653,7,87.2,6.0
Jackson Teer,TEX_BOB,112.4,112.8,518,6,86.8,6.0
Sean Hogan,AVE_MAR,122.4,112.8,48,4,86.7,5.3
Blake Lobell,SOU_LIO,107.9,112.8,773,6,88.1,5.9
Seth Clausen,MIN_GOL,121.7,112.8,474,7,86.7,5.2
Ethan McGraw,AUG_COL,97.3,112.8,9,3,83.8,5.4
Silas Cowgill,UNI_TEX,108.7,112.8,75,4,85.1,5.5
Jett Feltman,HBU_HUS,91.5,112.8,54,3,84.9,6.6
Ethan Harden,BEL_BRU,109.2,112.8,393,5,85.9,5.9
James Guyette,KAN_WIL,116.3,112.8,654,6,87.6,6.2
JD Everett,UNC_SEA,101.9,112.8,99,5,83.3,5.6
Jack Kartsonas,WES_MOU,105.1,112.8,829,8,89.9,6.3
Jack Ben-Shoshan,RIC_OWL,111.9,112.8,604,8,87.3,5.5
Carson Ballard,GIT_YEL,119.9,112.8,431,7,87.6,5.6
Justin Needles,DEL_BLU,104.8,112.8,482,7,83.9,6.5
Tom Chmielewski,NOR_TAR,115.9,112.8,138,5,81.6,5.0
Alex Kranzler,VAN_COM,113.3,112.7,511,8,88.5,5.6
Christopher Rumaldo,CHO_UNI,81.8,112.7,14,3,78.9,5.9
Michael Fernandez,MIA_HUR,117.8,112.7,280,7,88.1,5.2
Joey Ciancimino,MON_HAW,119.3,112.7,535,6,87.8,5.7
Chase Davis,GRY_COL,97.4,112.7,38,3,81.3,6.4
Justin West,LOU_CAR,107.4,112.7,548,9,85.1,5.9
Aidan Haugh,NOR_TAR,113.8,112.7,1133,7,88.6,6.2
Sawyer Wilson,COL_CUG,91.5,112.7,71,7,78.5,5.6
Logan Rushing,MT,111.6,112.7,261,5,86.1,5.4
Mason Hebert,STO_COL,100.7,112.7,86,5,79.2,4.9
Jack Turner,NMS_AGG,109.9,112.7,697,8,88.8,5.6
Zach Longshore,NEW_PRI,110.7,112.7,793,8,85.3,5.6
Dan Driscoll,EAS_CON,95.6,112.7,58,3,80.4,6.2
